"S.No.","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Manufacturer","Model","Type","Price.y","MPG.city","MPG.highway","AirBags","DriveTrain","Cylinders","Horsepower","RPM","Rev.per.mile","Man.trans.avail","Fuel.tank.capacity","Length","Wheelbase","Width","Turn.circle","Rear.seat.room","Luggage.room","Weight","Origin","5","7","8","4","6","2","NA","10","9","0"
3490,"Honda City i VTEC VX","Hyderabad",2016,36891,"Petrol","Manual","First",17.8,1497,117.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
3491,"Mahindra Quanto C4","Hyderabad",2012,90049,"Diesel","Manual","First",17.21,1493,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA
3492,"Audi A4 2.0 TDI Multitronic","Ahmedabad",2012,74002,"Diesel","Automatic","First",16.55,1968,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3493,"Hyundai Sonata Transform 2.4 GDi AT","Kolkata",2013,41000,"Petrol","Automatic","First",12.37,2359,198.25,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
3494,"Hyundai Verna 1.6 SX","Hyderabad",2012,83678,"Diesel","Manual","First",22.32,1582,126.32,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3495,"Maruti Wagon R LXI BS IV","Pune",2010,91000,"Petrol","Manual","First",18.9,998,67.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
3496,"Maruti Ertiga SHVS ZDI Plus","Jaipur",2016,50000,"Diesel","Manual","First",24.52,1248,88.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA
3497,"Hyundai Xcent 1.1 CRDi S Option","Delhi",2015,58000,"Diesel","Manual","First",24.4,1120,71.01,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
3498,"Maruti Swift VDI","Jaipur",2012,80000,"Diesel","Manual","First",22.9,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3499,"Mahindra XUV500 W6 2WD","Kochi",2017,41290,"Diesel","Manual","Second",16,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,10.94,NA,NA,NA,NA,NA,NA,NA,NA
3500,"BMW 5 Series 520d Luxury Line","Delhi",2013,65000,"Diesel","Automatic","First",22.48,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",21.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
3501,"Toyota Corolla Altis 1.8 G","Bangalore",2016,16471,"Petrol","Manual","Second",14.28,1798,138.03,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3502,"Hyundai i20 Asta 1.4 CRDi","Pune",2015,54339,"Diesel","Manual","Second",22.54,1396,88.73,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
3503,"Mahindra KUV 100 mFALCON G80 K2","Hyderabad",2016,24025,"Petrol","Manual","First",18.15,1198,NA,"Audi","100","Midsize",37.7,19,26,"Driver & Passenger","Front","6",172,5500,2535,"Yes",21.1,193,106,70,37,31,17,3405,"non-USA",NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA
3504,"Maruti Alto 800 2016-2019 LXI","Kolkata",2013,24027,"Petrol","Manual","First",24.7,796,47.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
3505,"Fiat Punto EVO 1.2 Emotion","Hyderabad",2010,59270,"Petrol","Manual","First",15.7,1172,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
3506,"Maruti Wagon R VXI BS IV","Kolkata",2012,40000,"Petrol","Manual","First",18.9,998,67.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
3507,"Mitsubishi Pajero 4X4 LHD","Bangalore",2012,155566,"Diesel","Manual","Second",9.5,2835,118.6,"Audi","100","Midsize",37.7,19,26,"Driver & Passenger","Front","6",172,5500,2535,"Yes",21.1,193,106,70,37,31,17,3405,"non-USA",NA,NA,NA,NA,9.15,NA,NA,NA,NA,NA
3508,"Honda Brio EX MT","Chennai",2013,42320,"Petrol","Manual","First",19.4,1198,86.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
3509,"Hyundai i20 Asta Option 1.4 CRDi","Coimbatore",2017,24153,"Diesel","Manual","Second",22.54,1396,88.73,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
3510,"Hyundai Creta 1.6 SX Plus Petrol Automatic","Mumbai",2016,27000,"Petrol","Automatic","First",13,1591,121.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",11.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
3511,"Maruti Alto Green LXi (CNG)","Hyderabad",2012,92000,"CNG","Manual","Second",26.83,796,38.4,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3512,"Honda Amaze S i-VTEC","Kochi",2017,61795,"Petrol","Manual","First",17.8,1198,86.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
3513,"Mahindra KUV 100 mFALCON G80 K6 Plus","Chennai",2016,13500,"Petrol","Manual","First",18.15,1198,NA,"Audi","100","Midsize",37.7,19,26,"Driver & Passenger","Front","6",172,5500,2535,"Yes",21.1,193,106,70,37,31,17,3405,"non-USA",NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA
3514,"Honda City i-VTEC CVT VX","Pune",2018,4500,"Petrol","Automatic","First",18,1497,117.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3515,"Mahindra XUV500 AT W10 FWD","Mumbai",2017,23000,"Diesel","Automatic","First",16,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA
3516,"Hyundai Santro GLS I - Euro I","Pune",2011,65400,"Petrol","Manual","First",0,1086,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3517,"Mercedes-Benz New C-Class 220 CDI AT","Mumbai",2013,80578,"Diesel","Automatic","Second",14.84,2143,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3518,"Renault Duster 110PS Diesel RxZ AMT","Coimbatore",2017,42646,"Diesel","Automatic","First",19.6,1461,108.45,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",12.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
3519,"Volkswagen Polo 1.2 MPI Comfortline","Bangalore",2014,30000,"Petrol","Manual","Second",16.47,1198,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3520,"BMW 5 Series 520d Sedan","Delhi",2012,90000,"Diesel","Automatic","First",18.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA
3521,"Mercedes-Benz S Class 2005 2013 S 350 CDI","Bangalore",2009,98000,"Diesel","Automatic","Second",13.5,2987,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3522,"Hyundai Santro GLS II - Euro II","Kochi",2012,66400,"Petrol","Manual","First",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,NA,NA,NA
3523,"Jaguar XJ 3.0L Premium Luxury","Hyderabad",2012,50000,"Diesel","Automatic","First",12.9,2993,271.23,"BMW","535i","Midsize",30,22,30,"Driver only","Rear","4",208,5700,2545,"Yes",21.1,186,109,69,39,27,13,3640,"non-USA",NA,NA,NA,45,NA,NA,NA,NA,NA,NA
3524,"Maruti Swift VDI","Jaipur",2015,63310,"Diesel","Manual","First",28.4,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3525,"Honda Amaze S i-Dtech","Delhi",2014,66000,"Diesel","Manual","First",25.8,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3526,"BMW 3 Series 320d Highline","Ahmedabad",2011,74000,"Diesel","Automatic","Second",16.07,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3527,"Hyundai Verna 1.4 EX","Hyderabad",2012,93000,"Diesel","Manual","First",23.5,1396,88.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
3528,"Toyota Fortuner 4x2 4 Speed AT","Delhi",2015,70000,"Diesel","Automatic","First",11.5,2982,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,19.48,NA,NA,NA,NA,NA,NA,NA,NA
3529,"Maruti Swift VXI","Ahmedabad",2012,48772,"Petrol","Manual","First",18.6,1197,85.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
3530,"Chevrolet Beat LS","Chennai",2010,66000,"Petrol","Manual","First",18.6,1199,79.4,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
3531,"Hyundai Grand i10 Asta Option AT","Coimbatore",2017,27417,"Petrol","Automatic","First",18.9,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
3532,"Ford Figo Petrol ZXI","Coimbatore",2011,51593,"Petrol","Manual","Second",15.6,1196,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
3533,"Nissan Teana 230jM","Mumbai",2008,86340,"Petrol","Automatic","Second",9.1,2349,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3534,"Maruti Swift VXI BSIII","Pune",2010,75000,"Petrol","Manual","First",16.1,1298,88.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
3535,"Audi A4 35 TDI Premium","Coimbatore",2016,39237,"Diesel","Automatic","First",17.11,1968,174.33,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",25.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
3536,"Honda City V MT","Kochi",2018,11966,"Petrol","Manual","First",16.8,1497,116.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
3537,"Honda Jazz V","Hyderabad",2015,37000,"Petrol","Manual","First",18.2,1199,88.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
3538,"Volkswagen Polo 1.5 TDI Highline","Chennai",2014,70920,"Diesel","Manual","First",20.14,1498,88.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
3539,"Nissan Terrano XL D Option","Hyderabad",2013,65280,"Diesel","Manual","First",19.87,1461,83.14,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
3540,"Land Rover Discovery Sport SD4 HSE Luxury 7S","Hyderabad",2016,62000,"Diesel","Automatic","First",12.51,2179,187.7,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,44.5,NA,NA,NA,NA,NA,NA,NA,NA
3541,"Hyundai i20 Magna Optional 1.2","Kochi",2014,44525,"Petrol","Manual","First",18.5,1197,82.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
3542,"Honda City 1.5 E MT","Jaipur",2009,86863,"Petrol","Manual","First",17,1497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
3543,"Mahindra XUV500 W10 AWD","Hyderabad",2015,102626,"Diesel","Manual","First",16,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,12.25,NA,NA,NA,NA,NA,NA,NA,NA
3544,"Jeep Compass 2.0 Limited Option 4X4","Jaipur",2017,45000,"Diesel","Manual","First",16.3,1956,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
3545,"Mahindra XUV500 W10 AWD","Jaipur",2017,22000,"Diesel","Manual","First",16,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,16,NA,NA,NA,NA,NA,NA,NA,NA
3546,"Mahindra Scorpio VLX 4WD AIRBAG AT BSIV","Coimbatore",2011,108905,"Diesel","Automatic","Second",11.79,2179,NA,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,6.21,NA,NA,NA,NA,NA,NA,NA
3547,"Datsun GO Plus T","Kolkata",2016,12800,"Petrol","Manual","First",19.44,1198,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA
3548,"Mahindra Scorpio S6 Plus 7 Seater","Kolkata",2016,32000,"Diesel","Manual","First",15.4,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,9.75,NA,NA,NA,NA,NA,NA,NA,NA
3549,"Honda Amaze S AT i-Vtech","Mumbai",2014,39000,"Petrol","Automatic","First",15.5,1198,86.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
3550,"Honda City i-DTEC ZX","Pune",2017,42000,"Diesel","Manual","First",25.6,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
3551,"Tata Indigo GLE","Chennai",2008,73000,"Petrol","Manual","First",14.4,1396,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
3552,"Hyundai Grand i10 1.2 CRDi Sportz","Chennai",2018,48000,"Diesel","Manual","First",24,1186,73.97,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
3553,"Maruti Alto 800 2016-2019 CNG LXI","Pune",2015,18000,"CNG","Manual","First",33.44,796,40.3,"BMW","535i","Midsize",30,22,30,"Driver only","Rear","4",208,5700,2545,"Yes",21.1,186,109,69,39,27,13,3640,"non-USA",NA,NA,NA,3,NA,NA,NA,NA,NA,NA
3554,"Hyundai Verna 1.4 CX VTVT","Kolkata",2014,19000,"Petrol","Manual","First",17.43,1396,105.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3555,"Toyota Innova Crysta 2.4 VX MT","Coimbatore",2019,33598,"Diesel","Manual","First",13.68,2393,147.8,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA
3556,"BMW X1 sDrive20d","Jaipur",2012,63000,"Diesel","Automatic","First",17.05,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3557,"Volkswagen Jetta 2013-2015 2.0L TDI Highline AT","Chennai",2015,48000,"Diesel","Automatic","First",16.96,1968,138.03,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3558,"Ford Figo Diesel ZXI","Delhi",2014,66000,"Diesel","Manual","First",20,1399,68.05,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
3559,"Mahindra Ssangyong Rexton RX7","Ahmedabad",2013,80000,"Diesel","Automatic","Second",11.18,2696,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA
3560,"Volkswagen Vento Petrol Highline","Chennai",2011,37000,"Petrol","Manual","First",15.04,1598,103.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
3561,"Skoda Rapid 1.6 MPI Ambition With Alloy Wheel","Kochi",2016,35058,"Petrol","Manual","First",15,1598,103.52,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
3562,"Volkswagen Polo Petrol Comfortline 1.2L","Delhi",2012,52000,"Petrol","Manual","First",16.47,1198,73.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3563,"Maruti S Cross DDiS 200 Delta","Hyderabad",2015,61313,"Diesel","Manual","First",23.65,1248,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
3564,"Toyota Corolla Altis G","Kolkata",2009,45000,"Petrol","Manual","Second",14.53,1798,138.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
3565,"Maruti Ertiga ZDI","Bangalore",2015,74000,"Diesel","Manual","First",20.77,1248,88.8,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,8.75,NA,NA,NA,NA,NA,NA,NA,NA
3566,"Hyundai i10 Asta Sunroof AT","Hyderabad",2013,89000,"Petrol","Automatic","First",19.2,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
3567,"Mercedes-Benz CLA 200 CDI Sport","Kochi",2019,13414,"Diesel","Automatic","First",17.9,2143,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",30.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
3568,"Honda City ZX VTEC","Jaipur",2006,95000,"Petrol","Manual","Second",16.9,1497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
3569,"Mahindra KUV 100 G80 K8","Jaipur",2018,15900,"Petrol","Manual","First",18.15,1198,NA,"Audi","100","Midsize",37.7,19,26,"Driver & Passenger","Front","6",172,5500,2535,"Yes",21.1,193,106,70,37,31,17,3405,"non-USA",NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA
3570,"Toyota Fortuner 3.0 Diesel","Delhi",2011,151000,"Diesel","Manual","First",11.5,2982,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA
3571,"Honda City 1.5 V MT","Bangalore",2011,65000,"Petrol","Manual","First",17,1497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
3572,"Audi A6 35 TDI Matrix","Coimbatore",2017,36824,"Diesel","Automatic","First",18.53,1968,187.74,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",39.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
3573,"Ford Figo Diesel ZXI","Coimbatore",2013,65287,"Diesel","Manual","First",20,1399,68.05,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
3574,"Mercedes-Benz GLA Class 200 CDI","Kolkata",2014,52000,"Diesel","Automatic","First",17.9,2143,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3575,"Chevrolet Aveo U-VA 1.2 LS","Hyderabad",2007,33000,"Petrol","Manual","First",15.26,1150,74.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
3576,"Ford Figo 2015-2019 1.5D Titanium MT","Hyderabad",2016,71000,"Diesel","Manual","First",25.83,1498,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3577,"Hyundai Elantra CRDi SX AT","Delhi",2013,71000,"Diesel","Automatic","First",22.7,1582,126.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
